anndra,22,
seallaidhean,22,
bean,22,
gaelic,22,
place,22,
rèis,22,
pàirce,22,
sgòthach,22,
lìog,22,
fallain,21,
best,21,
tiugh,21,
àirigh,21,
gaoithe,21,
siùcair,21,
leatha,21,
shìde,21,
cumanta,21,
bhràthair,21,
cearcan,21,
tòiseach,21,
atharraich,21,
fuadaichean,21,
thimcheall,21,
said,21,
three,21,
even,21,
your,21,
èirisgeigh,21,
linntean,21,
dèidheil,21,
canaidh,21,
chuireadh,21,
ghluais,21,
tidsear,21,
làmh,21,
cia,21,
him,21,
chanainn-sa,21,
urram,21,
prìs,21,
gabhadh,21,
roghainn,21,
a-nist,21,
icing,21,
look,21,
sìor,21,
craobhan,21,
ùir,21,
bonn,21,
nicfhionghain,21,
thrì,21,
eaconomaidh,21,
off,21,
thòiseachadh,21,
they’re,21,
croitearachd,21,
cofhurtail,20,
leamsa,20,
aonaichte,20,
èibhinn,20,
riumsa,20,
làimhseachadh,20,
solas,20,
a-nuas,20,
deasbad,20,
cunnartach,20,
cù,20,
lusan,20,
dheigheadh,20,
mìn,20,
gheamhradh,20,
eòlaiche,20,
jackenfilisters,20,
nithean,20,
bùrn,20,
phòs,20,
cruinn,20,
tormod,20,
bràth,20,
rathaid,20,
teàrlach,20,
phàigheadh,20,
sùileachadh,20,
faigheadh,20,
pàirtean,20,
fharpais,20,
fhiach,20,
chothrom,20,
caol,20,
teine,20,
ainmeachadh,20,
only,20,
diardaoin,20,
fiosrachaidh,20,
ceò,20,
scottish,20,
thuilleadh,20,
leabhair,20,
astar,20,
fasgadh,20,
bhonn,20,
obraichean,20,
mhuile,20,
luaithe,20,
club,20,
island,20,
farpaisean,20,
th’air,20,
chumantas,20,
aindeoin,20,
earra-ghàidheil,20,
cruinne,20,
chladach,19,
uachdar,19,
uilleam,19,
ros,19,
bhàrdachd,19,
mhòd,19,
phìos,19,
lagh,19,
caraid,19,
fòn,19,
còmhradh,19,
ghrian,19,
chainnt,19,
mìneachadh,19,
siuthad,19,
uh,19,
measail,19,
choltais,19,
ràinig,19,
sàmhach,19,
idea,19,
spiorad,19,
fiodha,19,
duilghe,19,
stiùbhart,19,
caimbeul,19,
dàil,19,
uachdaran,19,
fon,19,
any,19,
clas,19,
fuaimean,19,
deasachadh,19,
mhìosan,19,
bhobhla,19,
aideachadh,19,
nar,19,
bàtaichean,19,
dhòigh,19,
gàire,19,
eòin,19,
big,19,
thing,19,
trioblaidean,19,
thugainn,19,
fighe,19,
cosgais,19,
ruig,19,
eòrpach,19,
sùgh,19,
crodh,19,
buannachdan,19,
thought,19,
uachdarain,19,
sheòrsa,19,
fear-naidheachd,19,
aithnichte,19,
dùthchannan,19,
poblach,19,
fèisean,19,
dòchasach,19,
nicilleathain,19,
co-dhùnadh,19,
lockdown,19,
rathaidean,19,
rìoghachd,19,
looking,19,
doneil,19,
figearan,19,
kind,19,
shoilleireachd,19,
own,19,
cho-labhairt,19,
taigeis,19,
feamainn,18,
maorach,18,
tarraingeach,18,
phana,18,
gad,18,
ionndrainn,18,
gar,18,
ògmhios,18,
iomchaidh,18,
socair,18,
bhruich,18,
thogras,18,
soithichean,18,
caorach,18,
mharbhadh,18,
mactv,18,
chleachd,18,
ghleann,18,
oirnne,18,
chreideamh,18,
tomhais,18,
iar-dheas,18,
chùl,18,
rèisimeid,18,
buidhe,18,
mhaireas,18,
macillfhinnein,18,
gheamhraidh,18,
griomasaigh,18,
beathach,18,
sheall,18,
eadar-lìon,18,
little,18,
fheudar,18,
sasainn,18,
gallaibh,18,
sgeadachadh,18,
iuchar,18,
sultain,18,
uaine,18,
telebhisean,18,
always,18,
milis,18,
shàbhaladh,18,
sgiobair,18,
bhogsa,18,
money,18,
ghàidheil,18,
bhualadh,18,
tighearna,18,
gann,18,
gnothaich,18,
phrionnsa,18,
clàr,18,
shlighe,18,
dh'fhaodadh,18,
rionnagan,18,
inneal,18,
phrògram,18,
còmhdach,18,
linne,18,
dh’fhosgail,18,
duilgheadas,18,
bhathar,18,
mhòid,18,
clann-sgoile,18,
ailig,18,
macamhlaigh,18,
cluicheadairean,18,
pròiseactan,18,
draghan,18,
live,18,
chlò,18,
highlands,18,
phuist,18,
bhòrd,17,
thachairt,17,
dhìon,17,
canadh,17,
toileachas,17,
afraga,17,
beulaibh,17,
chupa,17,
taca,17,
bithinn,17,
huh,17,
deoch,17,
tàladh,17,
neònach,17,
putadh,17,
dh’fhios,17,
john,17,
thugam,17,
fulang,17,
geòidh,17,
amharc,17,
away,17,
chidsin,17,
sgona,17,
chàirdean,17,
frithealadh,17,
slèite,17,
càraichean,17,
chroitearan,17,
chuspair,17,
luchd,17,
york,17,
dh’fhaighinn,17,
dùnadh,17,
done,17,
different,17,
oisean,17,
dhùin,17,
pàrlamaid,17,
sgadan,17,
shaoileadh,17,
last,17,
dotair,17,
fhaod,17,
sgoth,17,
faoghla,17,
bacadh,17,
teagasg,17,
cùrsaichean,17,
leth-uair,17,
long,17,
need,17,
pìoba,17,
ùghdarras,17,
ainmean-àite,17,
mean,17,
made,17,
bhidio,17,
ostaig,17,
cùram,17,
whole,17,
bhuidhinn,17,
young,17,
duilgheadasan,17,
pheofharain,17,
glèidhteachais,17,
thadhail,17,
òraidean,17,
crìonadh,17,
talmhainn,16,
fhaic,16,
dearg,16,
obraich,16,
lìbhrigeadh,16,
phost,16,
litir,16,
abhainn,16,
mhàiri-anna,16,
daonnan,16,
chumas,16,
alright,16,
measan,16,
chaochail,16,
cuin,16,
ear-thuath,16,
aiseag,16,
cinn,16,
love,16,
ar-a-mach,16,
aillse,16,
coireach,16,
fheòil,16,
came,16,
skye,16,
house,16,
donaidh,16,
leanabh,16,
tinneas,16,
dh’inns,16,
chomharra,16,
fearainn,16,
corra,16,
milleadh,16,
siathamh,16,
nèill,16,
bus,16,
before,16,
spaideil,16,
làitheil,16,
ghleidheadh,16,
phrògraman,16,
còmhlan,16,
dh’obair,16,
ollamh,16,
tuigse,16,
north,16,
smaoinich,16,
bogsa,16,
arcaibh,16,
abar,16,
cofaidh,16,
bodach,16,
luchd-teagaisg,16,
lìonadh,16,
macìomhair,16,
chèilidh,16,
cèilidh,16,
prìseil,16,
garlic,16,
